-1, -1, -1
547, 596, 12
547, 596, 11
547, 594, 12
547, 594, 11
547, 594, 10
548, 594, 10
548, 593, 10
548, 593, 11
550, 592, 10
548, 592, 12
548, 590, 11
548, 590, 11
-1, -1, -1
-1, -1, -1
551, 590, 11
550, 589, 11
550, 589, 10
550, 587, 12
550, 586, 13
-1, -1, -1
550, 586, 10
550, 586, 10
551, 589, 13
552, 586, 11
-1, -1, -1
-1, -1, -1
551, 584, 11
551, 584, 11
-1, -1, -1
552, 584, 12
552, 583, 11
552, 582, 11
554, 584, 13
-1, -1, -1
554, 578, 14
554, 578, 13
555, 580, 12
556, 582, 14
-1, -1, -1
-1, -1, -1
555, 582, 14
555, 578, 10
-1, -1, -1
556, 578, 12
555, 531, 38
556, 575, 11
-1, -1, -1
561, 575, 11
-1, -1, -1
562, 572, 13
-1, -1, -1
565, 573, 12
-1, -1, -1
569, 572, 10
568, 572, 12
568, 572, 12
572, 573, 10
-1, -1, -1
533, 527, 63
573, 573, 11
573, 573, 12
570, 573, 9
578, 573, 12
578, 572, 11
578, 572, 12
579, 573, 11
580, 573, 11
579, 572, 11
582, 570, 13
583, 573, 11
584, 572, 11
-1, -1, -1
586, 573, 11
589, 572, 10
586, 572, 12
589, 572, 11
589, 572, 13
592, 572, 11
